age,sex,job,saving_accounts,checking_account,credit_amount,duration,purpose,marital_status,education_level,number_of_dependents,income,employment_status,existing_loans_count,credit_history_length,previous_defaults,credit_score,installment_rate,loan_type,interest_rate,collateral,default,loan_eligibility
57,male,management,little,moderate,5444,24,other,married,graduate,0,42924,employed,0,15,0,511,0.01,,17.77,vehicle,bad,not eligible
34,male,management,rich,rich,38326,67,other,married,graduate,2,114646,employed,1,11,0,307,0,mortgage,7.88,property,bad,not eligible
54,female,management,moderate,little,30997,62,domestic appliances,single,graduate,0,105231,self-employed,1,27,1,739,0,mortgage,12.49,none,bad,not eligible
56,male,skilled,moderate,little,28223,18,domestic appliances,married,postgraduate,2,83134,employed,0,,0,377,0.02,mortgage,11.24,none,bad,not eligible
69,male,skilled,moderate,little,35787,21,repairs,single,postgraduate,1,126707,unemployed,0,12,0,803,0.01,education,15.11,guarantor,bad,not eligible
46,female,skilled,moderate,little,12345,21,radio/TV,single,postgraduate,1,,employed,0,0,0,513,0.01,education,5.75,none,bad,not eligible
69,male,unskilled,moderate,moderate,24797,57,,married,phd,2,118182,retired,2,18,0,478,,personal,12.94,none,bad,eligible
53,female,skilled,little,little,3070,46,repairs,single,high school,1,116227,employed,2,12,0,328,0,education,12.18,,bad,not eligible
,male,,quite rich,moderate,28003,53,business,divorced,graduate,1,96090,self-employed,0,0,0,361,0.01,mortgage,19.6,none,bad,not eligible
56,female,skilled,moderate,moderate,7950,,car,single,postgraduate,,64199,employed,1,,0,434,0,education,16.34,none,good,not eligible
67,female,skilled,moderate,little,20771,18,business,married,,1,41444,employed,2,0,1,727,0.03,education,7.32,property,bad,not eligible
54,female,skilled,little,rich,40971,9,education,single,phd,2,28798,employed,0,11,0,433,0.16,education,12.64,property,bad,not eligible
69,,skilled,little,little,16398,48,radio/TV,single,high school,0,70147,employed,4,24,0,782,0,car,16.76,none,bad,not eligible
52,female,skilled,little,little,14889,51,furniture,married,graduate,0,72942,employed,0,22,0,367,,education,12.87,guarantor,bad,not eligible
24,female,management,quite rich,,48682,52,business,married,phd,1,42860,employed,2,24,0,761,0.02,car,10.35,property,bad,not eligible
44,,skilled,little,rich,25963,58,furniture,married,graduate,2,123605,self-employed,1,23,0,753,0,mortgage,10.65,property,bad,not eligible
45,male,management,rich,little,1244,30,,married,graduate,1,130931,employed,,9,0,316,0,personal,10.51,property,bad,not eligible
39,female,skilled,little,little,23304,46,radio/TV,married,high school,1,22468,employed,1,1,0,451,,business,5.3,property,bad,not eligible
31,female,management,little,little,36782,8,business,married,graduate,0,68014,self-employed,0,0,0,760,0.07,personal,15.96,none,bad,not eligible
24,male,skilled,little,little,11371,18,repairs,married,postgraduate,0,100343,self-employed,1,4,0,547,0.01,business,14.16,vehicle,bad,not eligible
54,male,skilled,little,rich,14036,23,furniture,married,graduate,2,27986,employed,0,22,0,695,0.02,mortgage,9.03,,bad,not eligible
39,female,skilled,quite rich,moderate,23597,42,repairs,married,high school,2,45719,self-employed,1,1,0,456,0.01,car,14.45,none,bad,eligible
22,male,management,quite rich,little,675,48,domestic appliances,divorced,high school,1,69116,employed,1,3,0,617,0,education,9.63,vehicle,bad,not eligible
19,female,,moderate,rich,3717,,repairs,single,postgraduate,1,85794,employed,2,22,0,397,0,car,8.65,property,good,not eligible
44,female,unskilled,little,little,15606,60,business,married,graduate,1,142382,employed,1,28,0,377,0,business,16.12,none,bad,not eligible
38,female,,little,little,30859,57,car,single,high school,1,106462,employed,,13,0,838,0.01,education,17.14,guarantor,bad,not eligible
55,male,self-employed,moderate,rich,46964,41,repairs,single,high school,0,73798,employed,1,8,0,595,0.02,business,14.39,none,bad,not eligible
32,male,skilled,rich,moderate,22857,59,domestic appliances,married,postgraduate,1,92078,employed,0,5,0,730,0,business,16.76,none,bad,eligible
38,female,skilled,little,moderate,42854,64,furniture,married,,3,30162,employed,0,22,,699,0.02,education,10.49,vehicle,bad,not eligible
27,male,skilled,quite rich,moderate,39070,57,furniture,married,high school,2,126274,employed,2,23,0,312,0.01,personal,6.08,none,bad,not eligible
40,female,unskilled,moderate,moderate,7534,24,radio/TV,married,high school,2,26761,self-employed,0,,0,737,0.01,,14.07,property,good,eligible
56,male,management,little,little,16763,17,repairs,,postgraduate,2,,unemployed,0,11,1,698,0.03,business,,property,bad,not eligible
22,male,management,moderate,moderate,,16,repairs,,graduate,1,84441,unemployed,0,23,0,699,0.03,mortgage,16.66,none,good,not eligible
18,male,skilled,little,rich,9276,53,radio/TV,divorced,phd,0,57770,self-employed,1,28,0,343,0,car,10.37,none,bad,not eligible
30,male,skilled,quite rich,little,44322,21,furniture,single,graduate,1,69567,self-employed,1,8,0,671,0.03,personal,15.06,guarantor,bad,not eligible
,female,management,little,moderate,10312,52,domestic appliances,single,graduate,1,104183,,1,27,0,673,0,education,13.29,none,bad,not eligible
43,male,unskilled,quite rich,little,20239,36,other,married,graduate,2,58938,employed,4,29,0,784,0.01,business,17.26,property,bad,not eligible
67,male,management,little,little,27425,13,repairs,married,postgraduate,1,20974,employed,0,14,,716,0.1,car,17.48,none,bad,not eligible
62,male,skilled,rich,moderate,20075,66,other,married,graduate,0,133617,employed,2,29,0,383,0,car,6.02,vehicle,bad,not eligible
38,male,skilled,,little,22731,49,radio/TV,married,high school,2,12500,employed,2,9,1,782,0.04,business,9.43,guarantor,bad,not eligible
35,male,self-employed,quite rich,moderate,11899,55,other,married,high school,,70490,employed,0,1,0,595,,car,18.06,none,bad,eligible
54,female,skilled,quite rich,little,48231,40,,single,postgraduate,0,83649,employed,0,28,0,405,0.01,mortgage,,property,bad,not eligible
62,male,skilled,rich,rich,23600,66,domestic appliances,married,graduate,1,103116,retired,0,22,0,508,0,business,12.72,vehicle,bad,not eligible
49,male,skilled,,little,11268,60,education,single,graduate,,122742,employed,1,17,0,469,0,car,7.75,vehicle,bad,not eligible
53,male,skilled,quite rich,little,33799,71,business,single,graduate,0,106296,employed,2,6,0,809,0,car,13.29,none,bad,not eligible
34,female,skilled,little,little,11857,19,repairs,married,high school,1,132189,employed,1,26,1,649,0,personal,8.97,none,bad,not eligible
52,male,self-employed,little,rich,1937,9,education,married,high school,0,118025,self-employed,1,8,0,765,0,car,17.44,none,bad,not eligible
66,male,management,moderate,moderate,25446,22,education,married,high school,1,132098,employed,0,19,0,380,0.01,car,8,vehicle,bad,not eligible
28,female,skilled,little,moderate,21388,29,business,married,graduate,3,17731,employed,1,27,0,748,0.04,personal,10.4,guarantor,bad,not eligible
38,,skilled,rich,little,6002,54,furniture,single,graduate,0,117197,retired,0,20,0,400,0,business,6.43,property,bad,not eligible
69,,unskilled,little,little,40876,60,other,single,postgraduate,0,105310,self-employed,1,20,0,668,0.01,personal,13.82,none,bad,not eligible
43,male,unskilled,moderate,little,6066,28,furniture,single,postgraduate,2,110788,self-employed,1,27,0,829,0,education,19.13,none,bad,not eligible
21,female,skilled,moderate,moderate,42076,17,radio/TV,divorced,graduate,2,115932,retired,2,17,0,564,0.02,education,7.6,guarantor,bad,not eligible
51,male,management,moderate,little,4514,16,car,divorced,graduate,0,21460,employed,1,28,0,501,0.01,mortgage,5.3,none,bad,not eligible
69,female,skilled,moderate,rich,14113,34,furniture,widowed,high school,2,21294,self-employed,1,2,0,417,0.02,car,11.34,property,good,eligible
65,female,management,little,moderate,,67,other,single,high school,0,,employed,1,12,0,422,0.03,education,16.23,property,bad,not eligible
35,male,unskilled,moderate,little,34199,58,business,married,high school,2,120621,unemployed,2,9,1,324,,business,19.63,vehicle,bad,not eligible
57,male,skilled,little,little,35733,53,car,married,graduate,0,17817,employed,1,16,1,668,0.04,business,5.77,none,bad,not eligible
,male,unskilled,,moderate,48891,,business,married,high school,1,103917,employed,1,2,0,684,0.01,education,16.79,none,bad,not eligible
58,female,skilled,quite rich,little,22314,53,business,,high school,0,144105,employed,0,20,0,573,0,,10.53,guarantor,bad,not eligible
46,male,unskilled,rich,little,23886,,business,married,graduate,1,22971,employed,2,8,0,346,0.02,mortgage,7.31,property,bad,not eligible
69,male,self-employed,little,little,47276,62,repairs,single,graduate,1,29731,employed,1,16,0,634,0.03,personal,7.88,none,bad,not eligible
46,male,unskilled,little,moderate,42085,8,repairs,single,graduate,1,141083,employed,1,15,0,716,,mortgage,18.86,none,bad,not eligible
55,female,self-employed,little,,39256,37,car,single,graduate,1,85244,unemployed,1,5,0,833,0.01,education,17.14,none,bad,not eligible
59,male,,little,little,8009,13,education,single,high school,3,32537,employed,1,27,0,643,0.02,personal,9.68,guarantor,bad,not eligible
38,,self-employed,little,little,22816,35,other,single,high school,0,34836,employed,1,17,0,620,0.02,education,19.1,none,bad,not eligible
59,male,skilled,moderate,little,46117,20,repairs,single,,,149583,unemployed,0,27,0,438,,mortgage,6.58,vehicle,bad,not eligible
30,male,self-employed,little,moderate,11571,60,domestic appliances,single,high school,1,20468,unemployed,0,5,1,406,0.01,business,9.84,none,bad,not eligible
66,male,unskilled,moderate,little,28242,43,business,married,graduate,2,110231,,1,25,,645,0.01,personal,14.79,none,bad,not eligible
58,,management,quite rich,little,47349,20,other,divorced,postgraduate,3,65965,employed,0,5,0,746,0.04,education,,vehicle,bad,not eligible
34,male,self-employed,moderate,rich,13728,35,repairs,married,high school,0,98898,self-employed,0,16,0,761,0,mortgage,11.98,vehicle,good,eligible
26,male,unskilled,little,rich,,51,radio/TV,single,graduate,1,96036,employed,0,20,0,515,0,business,17.16,none,bad,not eligible
58,female,unskilled,little,rich,10801,69,furniture,single,postgraduate,1,141087,employed,2,9,0,681,0,personal,,none,bad,not eligible
18,female,,moderate,moderate,36049,31,domestic appliances,single,high school,0,25986,employed,3,1,0,348,0.04,mortgage,5.14,property,bad,not eligible
19,female,self-employed,little,little,43351,,other,widowed,high school,1,12345,self-employed,1,0,0,356,0.09,personal,9.33,none,bad,not eligible
65,male,skilled,moderate,little,11874,36,furniture,married,graduate,1,18450,employed,0,,0,825,0.02,personal,6.51,guarantor,bad,not eligible
46,male,skilled,little,little,34907,45,furniture,single,graduate,1,76599,employed,2,24,0,638,0.01,car,16.64,none,bad,not eligible
,male,unskilled,quite rich,little,47106,51,car,married,graduate,1,26659,self-employed,0,5,0,,0.03,education,13.51,none,bad,not eligible
27,female,unskilled,quite rich,rich,42241,,radio/TV,single,graduate,0,53751,employed,1,0,0,322,0.02,car,6.43,none,bad,not eligible
67,female,management,moderate,moderate,14482,23,radio/TV,divorced,high school,1,90476,employed,1,15,0,343,0.01,personal,11.31,none,good,eligible
57,male,unskilled,little,moderate,31758,41,domestic appliances,single,graduate,2,79118,employed,0,25,1,736,0.01,mortgage,12.71,none,bad,not eligible
38,male,,,little,,55,,single,high school,3,18066,retired,1,8,0,368,0.05,education,15.47,none,bad,not eligible
45,male,self-employed,quite rich,rich,10748,66,radio/TV,married,postgraduate,1,88772,,,11,0,812,0,mortgage,16.69,property,bad,not eligible
28,male,unskilled,moderate,moderate,11015,45,other,divorced,postgraduate,3,76015,unemployed,1,8,0,576,0,mortgage,6.32,vehicle,good,eligible
51,male,skilled,little,little,35542,,radio/TV,divorced,high school,1,103706,employed,0,12,0,791,0.04,business,12.31,none,bad,not eligible
25,female,,little,rich,27309,12,domestic appliances,married,high school,0,123713,employed,1,6,0,382,0.02,personal,7.42,property,bad,not eligible
39,female,skilled,little,little,11330,36,education,single,high school,1,37400,employed,,24,0,611,0.01,mortgage,16.3,vehicle,bad,not eligible
25,male,unskilled,quite rich,little,35748,70,radio/TV,married,high school,0,94012,employed,0,0,0,401,0.01,personal,14.87,none,bad,not eligible
66,male,management,little,moderate,,69,repairs,widowed,high school,1,,unemployed,1,28,0,525,0,,15.85,guarantor,bad,not eligible
32,female,,moderate,moderate,9047,8,other,married,graduate,3,36510,employed,4,2,1,685,0.03,car,6.12,none,good,eligible
34,male,skilled,moderate,little,32062,40,other,married,phd,3,127388,self-employed,0,23,0,767,0.01,mortgage,12.65,none,bad,not eligible
40,male,skilled,moderate,little,14828,20,radio/TV,married,graduate,3,116639,employed,2,2,0,440,0.01,,17.61,none,bad,not eligible
41,male,unskilled,quite rich,rich,,26,car,married,high school,2,129618,employed,2,23,0,825,0,business,15.7,guarantor,good,not eligible
62,male,management,quite rich,moderate,21558,67,car,married,high school,0,29188,self-employed,3,18,0,631,0.01,education,17.93,none,bad,not eligible
36,male,skilled,moderate,moderate,32737,33,repairs,married,high school,1,118382,employed,1,3,0,568,0.01,car,8.09,none,bad,not eligible
22,female,skilled,little,little,47196,9,radio/TV,divorced,high school,2,17990,self-employed,1,,0,643,0.29,car,9.3,vehicle,bad,not eligible
49,male,unskilled,moderate,little,20406,18,education,married,,0,131024,employed,3,27,0,393,0.01,business,11.62,guarantor,bad,not eligible
61,male,skilled,,little,43927,56,other,married,high school,0,130704,self-employed,2,11,0,369,0.01,mortgage,12.85,guarantor,bad,not eligible
18,female,unskilled,moderate,little,39372,53,radio/TV,single,phd,0,14273,self-employed,3,29,0,425,0.05,car,8.78,property,bad,not eligible
40,male,skilled,moderate,little,17047,44,repairs,single,graduate,0,81997,employed,0,3,,682,0,car,10.72,property,bad,not eligible
54,female,unskilled,little,little,23806,63,radio/TV,divorced,graduate,2,50326,employed,1,20,0,487,0.01,education,,none,bad,not eligible
25,female,management,moderate,moderate,28710,7,radio/TV,single,graduate,3,61350,employed,0,9,0,805,0.07,business,14.68,property,bad,not eligible
30,male,skilled,little,little,46193,30,business,married,graduate,0,103630,unemployed,1,25,0,611,0.01,business,6.66,none,bad,not eligible
25,female,management,quite rich,moderate,28739,16,education,married,graduate,0,,employed,4,26,0,434,0.01,personal,19.79,,bad,not eligible
40,male,management,little,little,28330,6,furniture,married,high school,0,82911,employed,0,3,0,448,0.06,business,13.44,none,bad,not eligible
60,female,unskilled,quite rich,,3881,53,repairs,divorced,high school,2,23660,self-employed,1,22,0,401,0,education,,vehicle,bad,not eligible
18,male,skilled,little,little,35332,53,,married,postgraduate,3,,self-employed,1,10,0,657,0,business,19.51,none,bad,not eligible
62,female,unskilled,moderate,little,39857,15,repairs,divorced,high school,,,self-employed,1,3,0,441,0.04,personal,7.1,property,bad,not eligible
68,female,skilled,quite rich,,29341,35,furniture,single,graduate,0,118223,employed,1,10,0,470,0.01,education,13.16,property,bad,not eligible
41,male,management,little,rich,7947,40,education,married,graduate,0,109731,employed,2,16,0,,0,car,17.08,none,bad,not eligible
52,male,skilled,quite rich,moderate,20868,24,other,married,high school,1,95430,self-employed,3,20,0,311,0.01,mortgage,10.98,,bad,eligible
41,female,skilled,moderate,little,20771,58,repairs,single,high school,1,139060,employed,1,27,0,354,0,car,16.04,none,bad,not eligible
34,female,skilled,moderate,little,839,39,radio/TV,married,high school,0,109941,unemployed,0,23,1,801,0,personal,18.49,guarantor,bad,not eligible
